SEAT,COUNTY,REGION,COUNTRY,AGE_UNDR_10,AGE_10_19,AGE_20_29,AGE_30_39,AGE_40_49,AGE_50_59,AGE_60_69,AGE_70_79,AGE_OVR_80,LEAVE,CHILDPOVERTY_2022,STUDENT,A,C3,B,C5,E,D7,D6,C4,WHITE,BLACK,ASIAN,OTHR_ETH,BUDDHIST,CHRISTIAN,HINDU,JEWISH,MUSLIM,ATHEIST,NOREPLY,OTHER_RLG,SIKH,TOT_2010,WIN_2010,TURNOUT_2010,CON_2010_PCT,LAB_2010_PCT,LIB_2010_PCT,GRN_2010_PCT,UKIP_2010_PCT,OTH_2010_PCT,DUP_2010_PCT,SF_2010_PCT,APNI_2010_PCT,SDLP_2010_PCT,UUP_2010_PCT,GRNIR_2010_PCT,SNP_2010_PCT,GRNSC_2010_PCT,PC_2010_PCT,BNP_2010_PCT,TOT_2015,WIN_2015,TURNOUT_2015,CON_2015_PCT,LAB_2015_PCT,LIB_2015_PCT,GRN_2015_PCT,UKIP_2015_PCT,OTH_2015_PCT,DUP_2015_PCT,SF_2015_PCT,APNI_2015_PCT,SDLP_2015_PCT,UUP_2015_PCT,GRNIR_2015_PCT,SNP_2015_PCT,GRNSC_2015_PCT,PC_2015_PCT,TOT_2017,WIN_2017,TURNOUT_2017,CON_2017_PCT,LAB_2017_PCT,LIB_2017_PCT,GRN_2017_PCT,UKIP_2017_PCT,OTH_2017_PCT,DUP_2017_PCT,SF_2017_PCT,APNI_2017_PCT,SDLP_2017_PCT,UUP_2017_PCT,GRNIR_2017_PCT,SNP_2017_PCT,GRNSC_2017_PCT,PC_2017_PCT,TOT_2019,WIN_2019,TURNOUT_2019,CON_2019_PCT,LAB_2019_PCT,LIB_2019_PCT,GRN_2019_PCT,BRX_2019_PCT,OTH_2019_PCT,DUP_2019_PCT,SF_2019_PCT,APNI_2019_PCT,SDLP_2019_PCT,UUP_2019_PCT,GRNIR_2019_PCT,SNP_2019_PCT,GRNSC_2019_PCT,PC_2019_PCT,MEDWAGE,UE_MAY_2010,UE_MAY_2015,UE_MAY_2017,UE_NOV_2019,UE_AUG_2023
Thirsk and Malton,NYK,YTH,ENG,0.092,0.101,0.087,0.098,0.108,0.159,0.148,0.13,0.074,0.564,0.121,0.039890166,0.128672722,0.102036797,0.206008435,0.061764297,0.060513023,0.121535824,0.117967374,0.161611363,0.980640658,0.002369528,0.006105714,0.0108841,0.002408904,0.583200598,0.000678,0.000541,0.002418736,0.34544668,0.060842035,0.004198376,0.000265,38142,CON,0.499,0.528734728,0.135519899,0.232971527,-2.62178E-05,0.06559698,0.037176865,-2.62178E-05,-2.62178E-05,-2.62178E-05,-2.62178E-05,-2.62178E-05,-2.62178E-05,-2.62178E-05,-2.62178E-05,-2.62178E-05,-2.62178E-05,52365,CON,0.676,0.526019288,0.154473408,0.089811897,0.045908527,0.149049938,0.034736943,0,0,0,0,0,0,0,0,0,55929,CON,0.711,0.600261045,0.260526739,0.068998194,0.019667793,0.027391872,0.023154356,0,0,0,0,0,0,0,0,0,56588,CON,0.699,0.629709479,0.185198275,0.119707358,0.039990811,0,0.025394076,0,0,0,0,0,0,0,0,0,549,0.020315063,0.008035761,0.013081345,0.014284491,0.013941937
Thornbury and Yate,AVN,SW,ENG,0.114,0.109,0.095,0.119,0.122,0.152,0.116,0.111,0.062,0.533,0.119,0.046144354,0.157350277,0.136765826,0.228490036,0.056948565,0.047719694,0.109105469,0.109945651,0.107530128,0.956784071,0.006820165,0.014933253,0.021462511,0.002962883,0.470333459,0.002790497,0.00056,0.006292086,0.451995906,0.059494694,0.004331196,0.001239024,48226,LIB,0.752,0.37150085,0.070190354,0.519056111,-2.07357E-05,0.035437316,0.003815369,-2.07357E-05,-2.07357E-05,-2.07357E-05,-2.07357E-05,-2.07357E-05,-2.07357E-05,-2.07357E-05,-2.07357E-05,-2.07357E-05,-2.07357E-05,48570,CON,0.735,0.410212065,0.077722874,0.379431748,0.027094915,0.105538398,0,0,0,0,0,0,0,0,0,0,50690,CON,0.747,0.552535017,0.120576051,0.314401263,0.01248767,0,0,0,0,0,0,0,0,0,0,0,52243,CON,0.752,0.578106158,0.080546676,0.341347166,0,0,0,0,0,0,0,0,0,0,0,0,633,0.01597181,0.006793716,0.006475182,0.011997773,0.011556255
Thurrock,ESS,E,ENG,0.159,0.131,0.118,0.166,0.144,0.125,0.076,0.052,0.028,0.702,0.161,0.072224601,0.087492157,0.120785985,0.17884851,0.059964744,0.087083827,0.155882441,0.127030445,0.110687289,0.71985848,0.144008217,0.084440387,0.051692916,0.004519516,0.520261736,0.016320475,0.001179335,0.060838469,0.324994294,0.052134216,0.005683634,0.014068325,45821,CON,0.589,0.368149975,0.366142162,0.106959691,-2.18241E-05,0.073983545,0.005805198,-2.18241E-05,-2.18241E-05,-2.18241E-05,-2.18241E-05,-2.18241E-05,-2.18241E-05,-2.18241E-05,-2.18241E-05,-2.18241E-05,0.078959429,49564,CON,0.639,0.336776693,0.325962392,0.012993302,0,0.317125333,0.007142281,0,0,0,0,0,0,0,0,0,50325,CON,0.644,0.39503229,0.38817685,0.01585693,0,0.200933929,0,0,0,0,0,0,0,0,0,0,47467,CON,0.596,0.585564708,0.343670339,0.031811574,0.017001285,0,0.021952093,0,0,0,0,0,0,0,0,0,684,0.046681916,0.02224473,0.02158815,0.032084546,0.031728314
Tiverton and Honiton,DEV,SW,ENG,0.098,0.106,0.085,0.1,0.111,0.15,0.139,0.133,0.08,0.576,0.174,0.039491797,0.114842146,0.112393654,0.202739602,0.060196782,0.056450703,0.12222147,0.127851872,0.163811974,0.977287776,0.001522977,0.008437861,0.012751386,0.003745885,0.492555526,0.000889,0.000842,0.002478338,0.427532256,0.06584623,0.005751258,0.000359,54894,CON,0.715,0.503042227,0.089390462,0.333260466,0.014609976,0.05969687,-1.82169E-05,-1.82169E-05,-1.82169E-05,-1.82169E-05,-1.82169E-05,-1.82169E-05,-1.82169E-05,-1.82169E-05,-1.82169E-05,-1.82169E-05,-1.82169E-05,53763,CON,0.705,0.539962428,0.127132042,0.104644458,0.063519521,0.164741551,0,0,0,0,0,0,0,0,0,0,57815,CON,0.716,0.613525902,0.271036928,0.080238692,0.035198478,0,0,0,0,0,0,0,0,0,0,0,59613,CON,0.719,0.602100213,0.195494271,0.147736232,0.038431215,0,0.016238069,0,0,0,0,0,0,0,0,0,528,0.017986431,0.008127479,0.009779091,0.015951729,0.015656968
Tonbridge and Malling,KEN,SE,ENG,0.123,0.128,0.094,0.112,0.141,0.149,0.107,0.091,0.053,0.525,0.123,0.054563075,0.181857456,0.127773107,0.22949652,0.046436411,0.054925039,0.086777824,0.093211433,0.124959133,0.930375033,0.008053704,0.03112547,0.030445793,0.003510144,0.49686694,0.009422456,0.00140592,0.01075389,0.415872927,0.056879231,0.003836019,0.001452473,51314,CON,0.715,0.579237635,0.126203375,0.224987333,0.014888724,0.037241299,0.017441634,-1.94879E-05,-1.94879E-05,-1.94879E-05,-1.94879E-05,-1.94879E-05,-1.94879E-05,-1.94879E-05,-1.94879E-05,-1.94879E-05,-1.94879E-05,53670,CON,0.717,0.594130799,0.141680641,0.068194522,0.044084218,0.151909819,0,0,0,0,0,0,0,0,0,0,56907,CON,0.735,0.636441914,0.223346864,0.066547173,0.041031859,0.032632189,0,0,0,0,0,0,0,0,0,0,57003,CON,0.737,0.627756434,0.14536077,0.155132186,0.07175061,0,0,0,0,0,0,0,0,0,0,0,711,0.017457468,0.009245437,0.009019806,0.014619568,0.013602822
Tooting,LND,LND,ENG,0.129,0.091,0.184,0.225,0.137,0.105,0.062,0.041,0.027,0.253,0.088,0.075317352,0.264413164,0.085414647,0.26166037,0.02769512,0.072040746,0.059446989,0.058912033,0.09509958,0.665517081,0.100340215,0.140122105,0.094020599,0.005676363,0.405361321,0.032445683,0.004539227,0.105697801,0.370538835,0.066615713,0.005350136,0.003774921,50655,LAB,0.686,0.385233442,0.435060705,0.148238081,0.012022505,0.012318626,0.007126641,-1.97414E-05,-1.97414E-05,-1.97414E-05,-1.97414E-05,-1.97414E-05,-1.97414E-05,-1.97414E-05,-1.97414E-05,-1.97414E-05,-1.97414E-05,53529,LAB,0.697,0.418857068,0.471949784,0.039361841,0.041117899,0.028713408,0,0,0,0,0,0,0,0,0,0,58171,CON,0.746,0.330680236,0.596414021,0.052551959,0.014526138,0.005827646,0,0,0,0,0,0,0,0,0,0,58473,LAB,0.76,0.282249927,0.526926958,0.142031365,0.03957382,0.007901083,0.001316847,0,0,0,0,0,0,0,0,0,922,0.031261336,0.015376322,0.013640788,0.021472782,0.020813251
Torbay,DEV,SW,ENG,0.102,0.102,0.096,0.107,0.112,0.15,0.136,0.123,0.076,0.626,0.211,0.045906913,0.083076816,0.114113454,0.184761728,0.062270003,0.084477052,0.13435323,0.150924619,0.140116185,0.95662564,0.003652578,0.019185747,0.020536035,0.004109429,0.48161929,0.001884703,0.000952,0.006334156,0.433909107,0.064254765,0.006470165,0.000466,49210,LIB,0.645,0.387075798,0.065657387,0.469945133,0.009510262,0.05340378,-2.03211E-05,-2.03211E-05,-2.03211E-05,-2.03211E-05,-2.03211E-05,-2.03211E-05,-2.03211E-05,-2.03211E-05,-2.03211E-05,-2.03211E-05,0.014407641,48079,CON,0.63,0.406643233,0.086649057,0.338297386,0.032384201,0.136026124,0,0,0,0,0,0,0,0,0,0,51174,CON,0.674,0.530366983,0.181928323,0.251260406,0.012740845,0.023703443,0,0,0,0,0,0,0,0,0,0,50422,CON,0.672,0.592261315,0.130141605,0.240252271,0.024493277,0,0.012851533,0,0,0,0,0,0,0,0,0,565,0.040264049,0.02292016,0.022660115,0.033556002,0.032552264
Torfaen,GNT,WLS,WLS,0.116,0.113,0.127,0.13,0.114,0.14,0.114,0.092,0.052,0.608,0.225,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.971647426,0.00237179,0.012681817,0.013298967,0.003025243,0.408020523,0.00274692,0.000145,0.003690796,0.515416636,0.061109901,0.005251821,0.000593,37640,LAB,0.615,0.200345377,0.447582359,0.166418704,0.011636557,0.022901169,0.053825717,-2.65675E-05,-2.65675E-05,-2.65675E-05,-2.65675E-05,-2.65675E-05,-2.65675E-05,-2.65675E-05,-2.65675E-05,0.0532678,0.044022317,37937,LAB,0.613,0.231146374,0.446477054,0.033502913,0.01966418,0.189867412,0.022168332,0,0,0,0,0,0,0,0,0.057173735,38429,CON,0.621,0.309505842,0.575971272,0.022170756,0,0.038772802,0,0,0,0,0,0,0,0,0,0.053579328,37176,LAB,0.602,0.317516677,0.418173015,0.049252206,0.021842049,0.154454487,0,0,0,0,0,0,0,0,0,0.038761567,593,0.045343706,0.02743444,0.023273642,0.036727167,0.03664952
Torridge and West Devon,DEV,SW,ENG,0.091,0.102,0.079,0.093,0.107,0.159,0.16,0.137,0.074,0.57,0.204,0.038956262,0.106684292,0.105006035,0.197792977,0.059428703,0.063359963,0.113983562,0.134134146,0.180654061,0.9815732,0.001384447,0.005440293,0.011602059,0.003285689,0.4972993,0.000556,0.000955,0.001754968,0.423151922,0.065811282,0.006912622,0.000273,55257,CON,0.714,0.456593735,0.052789692,0.403080153,0.019002117,0.054671806,-1.80973E-05,-1.80973E-05,-1.80973E-05,-1.80973E-05,-1.80973E-05,-1.80973E-05,-1.80973E-05,-1.80973E-05,-1.80973E-05,-1.80973E-05,0.013862497,56584,CON,0.72,0.508518309,0.106302135,0.132245865,0.069648664,0.183285028,0,0,0,0,0,0,0,0,0,0,59480,CON,0.739,0.565097512,0.217316745,0.176967048,0.02726967,0,0.013349025,0,0,0,0,0,0,0,0,0,59730,CON,0.746,0.601104972,0.172275239,0.182688766,0.034773146,0,0.009157877,0,0,0,0,0,0,0,0,0,593,0.020529564,0.011055417,0.010452841,0.018803179,0.017577646
Totnes,DEV,SW,ENG,0.094,0.101,0.075,0.089,0.103,0.152,0.157,0.147,0.081,0.54,0.191,0.043481747,0.123176012,0.10008552,0.211743011,0.052287669,0.064113528,0.104281362,0.121893206,0.178937944,0.972804796,0.001975768,0.007448874,0.017770561,0.006233749,0.474264497,0.001033281,0.001521534,0.003906028,0.437724966,0.065198878,0.009833199,0.000284,47843,CON,0.704,0.458583283,0.073950212,0.35560061,0.024684907,0.060405911,0.013732416,-2.09017E-05,-2.09017E-05,-2.09017E-05,-2.09017E-05,-2.09017E-05,-2.09017E-05,-2.09017E-05,-2.09017E-05,-2.09017E-05,0.01304266,47097,CON,0.686,0.529566639,0.127141856,0.099093361,0.102872794,0.14132535,0,0,0,0,0,0,0,0,0,0,50270,CON,0.729,0.53654267,0.268450368,0.128625423,0.04171474,0.024666799,0,0,0,0,0,0,0,0,0,0,52182,CON,0.747,0.531811736,0.169790349,0.287972864,0,0,0.010425051,0,0,0,0,0,0,0,0,0,543,0.022124899,0.00811827,0.010371983,0.017637059,0.016213345
Tottenham,LND,LND,ENG,0.135,0.122,0.157,0.182,0.148,0.12,0.072,0.04,0.026,0.238,0.205,0.10365292,0.100393282,0.079471372,0.174328586,0.047548186,0.135496386,0.133751417,0.099162061,0.126195791,0.476543086,0.240276714,0.09374172,0.189438481,0.008837263,0.423042768,0.012432324,0.035470795,0.161090263,0.247758458,0.080265834,0.028001375,0.00310092,40687,LAB,0.591,0.149040234,0.593014968,0.176886966,0.024086317,0.01145329,0.045518224,-2.45779E-05,-2.45779E-05,-2.45779E-05,-2.45779E-05,-2.45779E-05,-2.45779E-05,-2.45779E-05,-2.45779E-05,-2.45779E-05,-2.45779E-05,42558,LAB,0.601,0.119601485,0.673292918,0.041261337,0.092368062,0.035527985,0.037948212,0,0,0,0,0,0,0,0,0,49339,CON,0.677,0.114817893,0.815764405,0.034192018,0.025861894,0.009363789,0,0,0,0,0,0,0,0,0,0,46856,LAB,0.619,0.116228445,0.76022281,0.067611405,0.039973536,0.011247226,0.004716578,0,0,0,0,0,0,0,0,0,667,0.067085554,0.033754554,0.031043059,0.043037949,0.041267465
Truro and Falmouth,CUL,SW,ENG,0.1,0.107,0.138,0.104,0.117,0.134,0.124,0.115,0.061,0.471,0.176,0.106163325,0.128464045,0.101144176,0.213730108,0.050001189,0.053878541,0.095351935,0.113751516,0.137515164,0.952050251,0.003748744,0.014160804,0.030040201,0.00398999,0.433994312,0.002140725,0.001095488,0.004934723,0.478567624,0.067236857,0.007758872,0.000281,48768,CON,0.691,0.417261319,0.096313156,0.408341535,0.017593504,0.039185531,0.021304954,-2.05052E-05,-2.05052E-05,-2.05052E-05,-2.05052E-05,-2.05052E-05,-2.05052E-05,-2.05052E-05,-2.05052E-05,-2.05052E-05,-2.05052E-05,51544,CON,0.7,0.440031817,0.151598634,0.168419215,0.086974236,0.115765172,0.037210927,0,0,0,0,0,0,0,0,0,56647,CON,0.758,0.44350098,0.3765601,0.149434215,0.014669797,0.015834907,0,0,0,0,0,0,0,0,0,0,59190,CON,0.772,0.46016219,0.383105254,0.120797432,0.028957594,0,0.00697753,0,0,0,0,0,0,0,0,0,655,0.023279099,0.011282879,0.012309436,0.018244871,0.017800707
Tunbridge Wells,KEN,SE,ENG,0.118,0.125,0.087,0.125,0.149,0.149,0.104,0.089,0.058,0.447,0.112,0.050422056,0.194322938,0.118932211,0.236741305,0.041519873,0.053164826,0.081822051,0.0946847,0.128390041,0.91218485,0.009988048,0.041830289,0.035996813,0.004154573,0.49318005,0.010443344,0.001944492,0.017490942,0.405621004,0.06165462,0.00479009,0.000721,50320,CON,0.681,0.562440382,0.108267091,0.252901431,0.018163752,0.04081876,0.003418124,-1.98728E-05,-1.98728E-05,-1.98728E-05,-1.98728E-05,-1.98728E-05,-1.98728E-05,-1.98728E-05,-1.98728E-05,-1.98728E-05,0.013990461,51428,CON,0.7,0.586859298,0.142082134,0.084428716,0.051703352,0.126020845,0.008905655,0,0,0,0,0,0,0,0,0,54209,CON,0.725,0.569204376,0.265472523,0.098784335,0.026582302,0.027006586,0.012949879,0,0,0,0,0,0,0,0,0,54650,CON,0.73,0.551125343,0.148179323,0.283147301,0,0,0.017548033,0,0,0,0,0,0,0,0,0,735,0.017507755,0.006900869,0.008923583,0.015142338,0.013809812
Twickenham,LND,LND,ENG,0.127,0.121,0.092,0.131,0.171,0.144,0.099,0.073,0.043,0.336,0.056,0.075837125,0.255226398,0.097686703,0.26287375,0.028171106,0.056119473,0.051484392,0.060765159,0.111835895,0.804291343,0.020140611,0.096016031,0.079552016,0.007472065,0.449589036,0.024666304,0.003982271,0.044178582,0.384641511,0.065541895,0.006096525,0.013831811,59721,LIB,0.741,0.340633948,0.076740175,0.543912527,0.011285812,0.014534251,0.001942365,-1.67445E-05,-1.67445E-05,-1.67445E-05,-1.67445E-05,-1.67445E-05,-1.67445E-05,-1.67445E-05,-1.67445E-05,-1.67445E-05,0.010950922,62004,CON,0.773,0.412554029,0.114976453,0.380023869,0.039723244,0.049496807,0.003225598,0,0,0,0,0,0,0,0,0,66290,CON,0.795,0.380253432,0.092231106,0.527515462,0,0,0,0,0,0,0,0,0,0,0,0,64503,LIB,0.76,0.34176705,0.084895276,0.5606871,0,0.012650574,0,0,0,0,0,0,0,0,0,0,748,0.018839104,0.010032832,0.012404314,0.017669921,0.017349378
Tynemouth,TWR,NE,ENG,0.113,0.113,0.09,0.125,0.137,0.146,0.121,0.097,0.059,0.478,0.163,0.052946715,0.15281634,0.133742968,0.237197904,0.050544436,0.084840291,0.096767184,0.112074169,0.079069992,0.950681984,0.004293243,0.025206767,0.019818006,0.002881731,0.46553766,0.002812648,0.000681,0.013056608,0.461323622,0.048170298,0.003503474,0.002033002,52668,LAB,0.696,0.34406091,0.453026506,0.148951925,0.010214931,0.017088175,-1.89869E-05,-1.89869E-05,-1.89869E-05,-1.89869E-05,-1.89869E-05,-1.89869E-05,-1.89869E-05,-1.89869E-05,-1.89869E-05,-1.89869E-05,0.026657553,53495,LAB,0.69,0.328086737,0.482119824,0.029815871,0.037704458,0.12227311,0,0,0,0,0,0,0,0,0,0,56858,CON,0.734,0.364574906,0.569752717,0.030321151,0.011062647,0.022107707,0.002180872,0,0,0,0,0,0,0,0,0,56034,LAB,0.725,0.393885855,0.480565371,0.067655352,0.02286112,0.035032302,0,0,0,0,0,0,0,0,0,0,688,0.034406606,0.020586933,0.020948435,0.028797873,0.028896328
Upper Bann,IRL,IRL,IRL,0.139,0.128,0.119,0.141,0.13,0.133,0.097,0.07,0.039,0.526,0.186,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41383,DUP,0.554,-2.41645E-05,-2.41645E-05,-2.41645E-05,-2.41645E-05,-2.41645E-05,0,0.338303168,0.247372109,0.029746514,0.127491965,0.257086243,-2.41645E-05,-2.41645E-05,-2.41645E-05,-2.41645E-05,-2.41645E-05,47219,DUP,0.59,0.004256761,0,0,0,0,0.01717529,0.326775239,0.245515576,0.03769669,0.089752007,0.278828438,0,0,0,0,51258,CON,0.639,0,0,0,0,0,0,0.435385696,0.279468571,0.045241718,0.085781732,0.154122283,0,0,0,0,50045,DUP,0.604,0,0,0,0,0,0,0.409651314,0.245598961,0.12854431,0.092376861,0.123828554,0,0,0,0,498,0.045298195,0.032228044,0.019574564,0.020898447,0.02227514
Uxbridge and South Ruislip,LND,LND,ENG,0.133,0.116,0.174,0.152,0.131,0.116,0.081,0.057,0.039,0.563,0.133,0.119014422,0.140352247,0.122516815,0.202436059,0.047951547,0.086935183,0.089166007,0.089456014,0.102171706,0.568601254,0.070382642,0.257143366,0.103872738,0.009031396,0.429703852,0.086270318,0.00248497,0.124613672,0.237523937,0.062204409,0.007356936,0.04081051,45076,CON,0.633,0.482695891,0.233871683,0.199551868,0.010582128,0.027375987,0.014952525,-2.21848E-05,-2.21848E-05,-2.21848E-05,-2.21848E-05,-2.21848E-05,-2.21848E-05,-2.21848E-05,-2.21848E-05,-2.21848E-05,0.030969917,44811,CON,0.634,0.502354333,0.263685256,0.049429827,0.031554752,0.141617014,0.011358818,0,0,0,0,0,0,0,0,0,46694,CON,0.668,0.507902514,0.400094231,0.039298411,0.018931769,0.033773076,0,0,0,0,0,0,0,0,0,0,47904,CON,0.685,0.529204242,0.37869489,0.063168003,0,0.022753841,0.006179025,0,0,0,0,0,0,0,0,0,805,0.02956613,0.010360958,0.011556709,0.018091355,0.017514685
Vale of Clwyd,CON,WLS,WLS,0.111,0.114,0.114,0.104,0.111,0.144,0.127,0.116,0.061,0.559,0.24,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.962604789,0.003273793,0.01860172,0.015519698,0.003273704,0.487562666,0.002479248,0.000466,0.008300688,0.425964989,0.066528778,0.004917404,0.000507,35534,LAB,0.637,0.352000901,0.422609332,0.125851297,-2.81421E-05,0.014493161,0.003574042,-2.81421E-05,-2.81421E-05,-2.81421E-05,-2.81421E-05,-2.81421E-05,-2.81421E-05,-2.81421E-05,-2.81421E-05,0.058197782,0.023273485,35261,CON,0.624,0.390232835,0.383511528,0.025949349,0,0.129803466,0,0,0,0,0,0,0,0,0,0.070502822,38684,CON,0.68,0.440595595,0.502093889,0.01721642,0,0,0,0,0,0,0,0,0,0,0,0.040094096,37213,CON,0.657,0.464085132,0.414989385,0.039529197,0,0.039690431,0,0,0,0,0,0,0,0,0,0.041705855,535,0.042295377,0.026339648,0.022659369,0.04068794,0.038893939
Vale of Glamorgan,SGM,WLS,WLS,0.114,0.113,0.115,0.12,0.126,0.139,0.124,0.1,0.051,0.523,0.174,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.951970215,0.003898521,0.018001423,0.02612984,0.003089548,0.438287006,0.002066196,0.001101322,0.008079607,0.48488363,0.056839889,0.004590464,0.001062337,48667,CON,0.693,0.417962891,0.329463497,0.152115396,0.009390347,0.031417593,0.004849282,-2.05478E-05,-2.05478E-05,-2.05478E-05,-2.05478E-05,-2.05478E-05,-2.05478E-05,-2.05478E-05,-2.05478E-05,0.054800995,-2.05478E-05,51293,CON,0.705,0.460238239,0.326106876,0.025520051,0.020548613,0.107012653,0.004640009,0,0,0,0,0,0,0,0,0.055933558,53718,CON,0.726,0.474719833,0.433951376,0.018988049,0.007799993,0.016158457,0.005659183,0,0,0,0,0,0,0,0,0.04272311,54807,CON,0.716,0.498202784,0.433211086,0,0.05931724,0,0.009268889,0,0,0,0,0,0,0,0,0,646,0.040627826,0.022873871,0.019638636,0.028159133,0.026564618
Vauxhall,LND,LND,ENG,0.09,0.091,0.243,0.224,0.12,0.109,0.065,0.034,0.021,0.224,0.193,0.102182512,0.229431495,0.078544115,0.226039817,0.035175738,0.08509259,0.093238254,0.074748443,0.075547037,0.548118423,0.240497932,0.076434216,0.134949429,0.008836729,0.437430387,0.008320776,0.004373321,0.078580554,0.378816419,0.075009828,0.007018607,0.001613379,43191,LAB,0.577,0.21534579,0.497742585,0.251140284,0.016392304,-2.3153E-05,0.019379037,-2.3153E-05,-2.3153E-05,-2.3153E-05,-2.3153E-05,-2.3153E-05,-2.3153E-05,-2.3153E-05,-2.3153E-05,-2.3153E-05,-2.3153E-05,47941,LAB,0.583,0.27262677,0.537702593,0.069084917,0.076302121,0.028889677,0.015393922,0,0,0,0,0,0,0,0,0,55042,CON,0.671,0.186711965,0.573671015,0.205770139,0.020929472,0,0.012917409,0,0,0,0,0,0,0,0,0,56333,LAB,0.639,0.167255428,0.561216339,0.213072267,0.044662986,0.011378766,0.002414215,0,0,0,0,0,0,0,0,0,763,0.048758135,0.026742327,0.024385884,0.034002149,0.034198454
Wakefield,WYK,YTH,ENG,0.119,0.111,0.115,0.139,0.132,0.141,0.111,0.088,0.045,0.626,0.205,0.052066579,0.098223424,0.117475752,0.180789102,0.060388946,0.096432227,0.183896281,0.118560218,0.092167471,0.875231778,0.021715204,0.071600678,0.031452341,0.002478929,0.459643034,0.004660387,0.000416,0.076291522,0.395290035,0.055052058,0.004739712,0.001427863,44444,LAB,0.628,0.356426064,0.392718927,0.163261633,0.019642696,-2.25002E-05,0.009877599,-2.25002E-05,-2.25002E-05,-2.25002E-05,-2.25002E-05,-2.25002E-05,-2.25002E-05,-2.25002E-05,-2.25002E-05,-2.25002E-05,0.058073081,42973,LAB,0.609,0.341796011,0.402601634,0.034510041,0.024876085,0.182952086,0.013264143,0,0,0,0,0,0,0,0,0,46284,CON,0.658,0.449637024,0.496651111,0.020374211,0,0,0.033337654,0,0,0,0,0,0,0,0,0,45027,CON,0.641,0.472671952,0.398094477,0.039354165,0,0.060519244,0.029360162,0,0,0,0,0,0,0,0,0,618,0.043035071,0.025584072,0.021468709,0.030832379,0.029925544
Wallasey,MSY,NW,ENG,0.119,0.114,0.115,0.124,0.118,0.143,0.126,0.091,0.053,0.499,0.213,0.056698528,0.085068601,0.136606412,0.193998585,0.06054132,0.103186604,0.136537048,0.141184468,0.086178433,0.957429728,0.003833021,0.017627372,0.02110988,0.002860599,0.511606345,0.003957351,0.000803,0.007643341,0.412548195,0.055380301,0.004387006,0.000814,41654,LAB,0.632,0.313799395,0.518029481,0.136673549,-2.40073E-05,0.028928794,0.002568781,-2.40073E-05,-2.40073E-05,-2.40073E-05,-2.40073E-05,-2.40073E-05,-2.40073E-05,-2.40073E-05,-2.40073E-05,-2.40073E-05,-2.40073E-05,43366,LAB,0.662,0.226629156,0.603606512,0.023313195,0.029700687,0.11675045,0,0,0,0,0,0,0,0,0,0,48353,CON,0.717,0.232291688,0.714578206,0.015965917,0.01317395,0.023990238,0,0,0,0,0,0,0,0,0,0,46492,LAB,0.701,0.249053601,0.643142906,0.039641229,0.024348275,0.04381399,0,0,0,0,0,0,0,0,0,0,583,0.049336694,0.027708487,0.024923237,0.04021438,0.040920531
Walsall North,WMD,WM,ENG,0.147,0.126,0.128,0.138,0.118,0.131,0.098,0.075,0.043,0.742,0.364,0.067731588,0.05370798,0.100833975,0.136335643,0.06542212,0.135783936,0.196522966,0.159994868,0.083666923,0.791135585,0.049569824,0.109356329,0.049938262,0.001682898,0.468622413,0.009171297,0.000309,0.050277828,0.359602478,0.051134214,0.00526777,0.053932405,36187,LAB,0.565,0.342526322,0.369884213,0.131373145,-2.76342E-05,0.048000663,0.027247354,-2.76342E-05,-2.76342E-05,-2.76342E-05,-2.76342E-05,-2.76342E-05,-2.76342E-05,-2.76342E-05,-2.76342E-05,-2.76342E-05,0.080968304,36883,LAB,0.55,0.33768945,0.39020687,0.02277472,0.014342651,0.220209853,0.014776455,0,0,0,0,0,0,0,0,0,38118,CON,0.566,0.496327195,0.428091715,0.015373314,0,0.060207776,0,0,0,0,0,0,0,0,0,0,36556,CON,0.544,0.638308349,0.311002298,0.033811139,0.016878214,0,0,0,0,0,0,0,0,0,0,0,528,0.073130326,0.036187334,0.035824187,0.056140636,0.054464068
Walsall South,WMD,WM,ENG,0.15,0.14,0.135,0.146,0.127,0.115,0.084,0.063,0.041,0.616,0.379,0.092642013,0.072718999,0.101140039,0.148217382,0.0520335,0.150677014,0.161474795,0.134615621,0.086480637,0.513182212,0.062073323,0.353100366,0.071644099,0.001725601,0.349005186,0.032588402,0.000189,0.244743046,0.225742574,0.053474776,0.007364451,0.085167374,40882,LAB,0.635,0.353603053,0.396531481,0.14382858,-2.44606E-05,0.084364757,0.02167213,-2.44606E-05,-2.44606E-05,-2.44606E-05,-2.44606E-05,-2.44606E-05,-2.44606E-05,-2.44606E-05,-2.44606E-05,-2.44606E-05,-2.44606E-05,41838,LAB,0.618,0.328242268,0.471819877,0.01615756,0.027463072,0.156317224,0,0,0,0,0,0,0,0,0,0,44072,CON,0.654,0.371982211,0.573742966,0.013319114,0,0.040955709,0,0,0,0,0,0,0,0,0,0,42472,LAB,0.624,0.410058391,0.491429648,0.037718968,0.014927482,0.039084573,0.006780938,0,0,0,0,0,0,0,0,0,586,0.065059646,0.031334216,0.03256146,0.051124063,0.048838089
